epoch,lr_backbone,lr_head,train_loss,train_loss_pose,train_mpjpe_body,train_pelvis_err,train_mpjpe_weighted,val_loss,val_loss_pose,val_mpjpe_body,val_pelvis_err,val_mpjpe_weighted,epoch_time
1,3.3333333333333335e-05,3.3333333333333335e-05,0.17277349708595935,0.12072148744047556,289.9670653775042,374.8640939037282,317.98308479115815,0.07305426954261428,0.07305426954261428,190.0963582958042,261.44681338780754,213.6420084761651,3230.4946763515472
2,6.666666666666667e-05,6.666666666666667e-05,0.12065796819742607,0.08167757483894045,208.63082412226885,279.6443829672332,232.06529854110684,0.07200238193116804,0.07200238193116804,186.89222166938,232.25280756196872,201.86121501393436,3170.9428222179413
3,0.0001,0.0001,0.10117104210719192,0.07124554649929671,186.6999316949343,225.24472808354713,199.41971450317644,0.06056568293469375,0.06056568293469375,163.66668319241992,225.19109520722355,183.96973915730496,3170.5928819179535
4,0.0001,0.0001,0.08350087644000308,0.06054082679184197,163.756415286798,182.7634676377029,170.02874256259668,0.05514905092826583,0.05514905092826583,149.93053512665273,217.25181865807178,172.1465586920211,3166.250884771347
5,9.91486549841951e-05,9.91486549841951e-05,0.0689847424102592,0.0509679996496405,143.03678922067343,153.2594108919768,146.4102543722034,0.05029384593116468,0.05029384593116468,140.42523930530064,189.48091236155915,156.61361141386595,3167.817615032196
6,9.662361147021779e-05,9.662361147021779e-05,0.05761623029267395,0.044421620770788706,128.75744154907767,119.55897145817897,125.7219464190812,0.04852926290163768,0.04852926290163768,136.00614723049114,202.56805649079806,157.9715772863925,3152.147161960602
7,9.251085678648072e-05,9.251085678648072e-05,0.05198092751695696,0.040611715128549754,120.30964909964834,107.53984106787404,116.09561244916284,0.04564992115530663,0.04564992115530663,128.8740879882518,156.0297891089942,137.8354693580969,3160.568356990814
8,8.695044586103296e-05,8.695044586103296e-05,0.04691801268543678,0.037643242197994795,113.60256117759738,92.5199610207034,106.6453031258225,0.04340283540206702,0.04340283540206702,124.01871966280322,158.03141422754894,135.2429088691693,3158.1850345134735
9,8.013173181896283e-05,8.013173181896283e-05,0.04361467722489571,0.03557333198185489,108.87567180466849,83.45727517923424,100.48760091827542,0.04178982646180939,0.04178982646180939,120.39298185249577,136.7249043422096,125.78251627410128,3170.296446800232
10,7.228691778882693e-05,7.228691778882693e-05,0.040584270208319055,0.0336639159002198,104.48339825147613,74.53480975396879,94.60036404729865,0.041888918660230604,0.041888918660230604,120.51746262572212,132.29832616329767,124.40514759312211,3166.4210793972015
11,6.368314950360415e-05,6.368314950360415e-05,0.03952675685522449,0.0328817120272527,102.61835908074406,73.14994003049478,92.89378079416177,0.04221996081042563,0.04221996081042563,121.32102591281058,125.66745114182679,122.75534623838595,3399.389102458954
12,5.4613417973165106e-05,5.4613417973165106e-05,0.036247407914297994,0.03085160679629213,97.85043651201515,63.82257784190549,86.62124315087895,0.040762631949464216,0.040762631949464216,118.28629301598046,124.40389605339243,120.30510201832641,3417.2417232990265
13,4.5386582026834906e-05,4.5386582026834906e-05,0.03423632146699792,0.0295826078305862,94.86991687119951,58.02626518964617,82.71151181628692,0.040095215295952606,0.040095215295952606,116.84382086409879,122.63571246369182,118.75514509196472,3393.2493731975555
14,3.631685049639586e-05,3.631685049639586e-05,0.03261535427579686,0.028460828215827513,92.18467284789034,53.67336957193463,79.4759427668249,0.03892101098943965,0.03892101098943965,113.60768495566595,111.67602038757362,112.97023564819547,3411.388984441757
15,2.771308221117309e-05,2.771308221117309e-05,0.03134975537653019,0.027608803210354176,90.05647618956321,50.526187638831786,77.01148096782181,0.03899441734046211,0.03899441734046211,113.80968879359192,112.08766801049539,113.24142193517002,3404.2038061618805
16,1.9868268181037185e-05,1.9868268181037185e-05,0.030234934242490616,0.026914923542672844,88.3610784568086,47.34095642217886,74.82443818538066,0.03836219506484285,0.03836219506484285,112.34609410155956,109.2417490007794,111.32166021830196,3419.9222264289856
17,1.3049554138967051e-05,1.3049554138967051e-05,0.029564264446303504,0.026411438213945607,87.08974016611148,45.56335014780539,73.38603146007037,0.0381277987612153,0.0381277987612153,111.80935483502249,107.24171289229997,110.30203299392404,3420.403273820877
18,7.489143213519301e-06,7.489143213519301e-06,0.02893067641977629,0.025975540631283794,86.05258551966624,43.739128108565154,72.08914457400294,0.03800863145532669,0.03800863145532669,111.52429270082848,106.01108167254881,109.70493306149616,3434.5763499736786
19,3.376388529782215e-06,3.376388529782215e-06,0.02848766521362563,0.025741150018778535,85.50940710627029,41.97064408960034,71.14161531076913,0.03791246834953638,0.03791246834953638,111.29220196363866,105.58472372683167,109.40873414549235,3434.1086733341217
20,8.513450158049108e-07,8.513450158049108e-07,0.02817456121718661,0.025503594160818408,84.94730607190412,41.47902643688122,70.60277379234667,0.037903815769647735,0.037903815769647735,111.26257073433466,105.80568049583849,109.46179695563102,3430.717684030533
