epoch,lr_backbone,lr_head,train_loss,train_loss_pose,train_mpjpe_body,train_pelvis_err,train_mpjpe_weighted,val_loss,val_loss_pose,val_mpjpe_body,val_pelvis_err,val_mpjpe_weighted,epoch_time
1,3.3333333333333335e-05,3.3333333333333335e-05,0.17385540613839714,0.12182387458119233,292.3174448526683,374.5354935813358,319.44940093312795,0.07296464709729064,0.07296464709729064,189.2920058725539,265.39813959239046,214.4070300000999,2286.7651224136353
2,6.666666666666667e-05,6.666666666666667e-05,0.12051793025066915,0.08128969419919818,207.88200590050317,278.0387086681054,231.03371781381202,0.07253550474989184,0.07253550474989184,188.47333808227097,228.62130055582855,201.72216569854484,2282.975603580475
3,0.0001,0.0001,0.09998859714969115,0.07083632547863682,185.6743197740068,213.66337368260312,194.91070756384372,0.06505227053427869,0.06505227053427869,173.68785655225287,206.57942825980007,184.54207521574338,2291.352079153061
4,0.0001,0.0001,0.0817519724628569,0.06000029539159765,162.5291288253852,171.77574822810573,165.58051322828302,0.05909121713283123,0.05909121713283123,160.01206410664557,216.84761666503832,178.76779645091514,2289.5129868984222
5,9.91486549841951e-05,9.91486549841951e-05,0.06695347243213366,0.050498066677642894,142.14081496177707,140.02249420919776,141.4417691134258,0.051461502947856924,0.051461502947856924,142.9755111712742,188.47022779025272,157.98876765553715,2287.9385857582092
6,9.662361147021779e-05,9.662361147021779e-05,0.05795125873963466,0.04482353948047261,129.64574164208767,119.12746339330498,126.17470981998933,0.0494284317486069,0.0494284317486069,137.97710626231748,187.72046214565006,154.39241370381717,2293.1385242938995
7,9.251085678648072e-05,9.251085678648072e-05,0.05262395142305683,0.040957298871787985,120.97574705349787,109.46211516396617,117.17624852995232,0.04631732730700469,0.04631732730700469,129.97332160406722,180.28993425955963,146.57780378037972,2308.4298825263977
8,8.695044586103296e-05,8.695044586103296e-05,0.04822656571242234,0.038263584406924935,114.97832738817154,97.9212406187438,109.34948875426024,0.044516997234345344,0.044516997234345344,126.14121085283121,177.35740123468085,143.04255367884153,2314.9381580352783
9,8.013173181896283e-05,8.013173181896283e-05,0.04485940506199329,0.03599064854434335,109.77536685743084,90.55652682550199,103.43314964689436,0.04280064660107629,0.04280064660107629,122.70673289833942,168.58255686374568,137.84575480692345,2334.7671592235565
10,7.228691778882693e-05,7.228691778882693e-05,0.04242029058156586,0.03410594790178322,105.48520066815135,86.86378424646283,99.34013324899426,0.04249069028038563,0.04249069028038563,121.86546421856299,169.15158997456328,137.4698857180432,2329.92489695549
11,6.368314950360415e-05,6.368314950360415e-05,0.04090215636628425,0.03338904688081706,103.80612884434512,81.09068711820171,96.31003307471785,0.04234147650741301,0.04234147650741301,121.89348103945449,175.8714702385326,139.70621747515037,3316.257447719574
12,5.4613417973165106e-05,5.4613417973165106e-05,0.037921845780224304,0.03152598020637749,99.41930427817017,73.17261327558714,90.75789624731782,0.041439962909254724,0.041439962909254724,119.56960099223727,167.76065945366466,135.4726502845084,3285.977298974991
13,4.5386582026834906e-05,4.5386582026834906e-05,0.03582966037830686,0.030244820657468734,96.33317917672194,66.19506098848117,86.38760017460241,0.04116867967309437,0.04116867967309437,119.40996860738831,172.60900024395656,136.96564904745597,3289.759174346924
14,3.631685049639586e-05,3.631685049639586e-05,0.03463906392058743,0.02925845330664823,94.08522039972732,64.96631860280053,84.47598280674158,0.04027514654999224,0.04027514654999224,116.79655214040501,168.87268575339323,133.98167623269117,3315.23810839653
15,2.771308221117309e-05,2.771308221117309e-05,0.033158833612207186,0.028452021552295793,92.05619406383047,59.1437233253851,81.19507872014347,0.04024722994573693,0.04024722994573693,116.7657427494431,173.0035975218107,135.32423482432432,3291.4750447273254
16,1.9868268181037185e-05,1.9868268181037185e-05,0.03204751559524332,0.027776349470977204,90.39817075385105,55.71180239080099,78.95166919404465,0.0396207958635109,0.0396207958635109,115.4642003776081,169.18518203072728,133.19212432313748,3291.493417739868
17,1.3049554138967051e-05,1.3049554138967051e-05,0.03140111036240073,0.02733960531255616,89.26621877369509,53.83515075432341,77.57396632730246,0.039327191085576,0.039327191085576,114.72447357361797,166.8447822483371,131.92417543627516,3285.338843345642
18,7.489143213519301e-06,7.489143213519301e-06,0.03072189028593673,0.026925764855249838,88.2795061687641,51.2471329663055,76.05882301195287,0.039256583852637264,0.039256583852637264,114.50280800371895,168.12544111060865,132.19827692899258,3293.4374799728394
19,3.376388529782215e-06,3.376388529782215e-06,0.030364699125587185,0.026702267987779835,87.7734752000322,50.50574876146274,75.47512547530417,0.0391358570954049,0.0391358570954049,114.2157323765956,166.93100210035666,131.6117713854367,3288.063362121582
20,8.513450158049108e-07,8.513450158049108e-07,0.030045201640960684,0.02648970290565506,87.25477916096645,49.72096342312678,74.8686199674794,0.039107964006202034,0.039107964006202034,114.13497375838,167.97545732836383,131.90233333647464,3300.1450057029724
