epoch,lr_backbone,lr_head,train_loss,train_loss_pose,train_mpjpe_body,train_pelvis_err,train_mpjpe_weighted,val_loss,val_loss_pose,val_mpjpe_body,val_pelvis_err,val_mpjpe_weighted,epoch_time
1,3.3333333333333335e-05,3.3333333333333335e-05,0.18969011489842194,0.13364015080322564,316.28159743460617,383.16421621369744,338.352861631706,0.0726012992116525,0.0726012992116525,188.2313469678559,266.47801817743283,214.05274846701644,2323.498402118683
2,6.666666666666667e-05,6.666666666666667e-05,0.12533577115872452,0.08528127279451106,216.19165866264746,282.1827110981473,237.9687059663621,0.06653779381110958,0.06653779381110958,175.94017137405524,235.81206053445078,195.69789479698576,2320.6576046943665
3,0.0001,0.0001,0.10525491061968997,0.07340883774101319,191.41683714506067,231.81429689394062,204.74799886219085,0.06318137502416843,0.06318137502416843,168.27383712750148,202.4217324642278,179.54264258862122,2340.3312673568726
4,0.0001,0.0001,0.08704136125625425,0.062491925665666366,168.19052729929754,192.50101259556504,176.21298744706556,0.05310998917461808,0.05310998917461808,145.7053714057361,215.5956045985941,168.76914835937947,2353.7855999469757
5,9.91486549841951e-05,9.91486549841951e-05,0.07176345107608614,0.05227576578041849,146.24935190250332,159.94603160063326,150.76925620288654,0.049852017630048914,0.049852017630048914,138.84715886225314,195.80177760383046,157.64218304697383,2353.013680934906
6,9.662361147021779e-05,9.662361147021779e-05,0.06675209958599367,0.04860314695569176,138.18023742521163,151.13813945294334,142.45634509436258,0.04786511030906432,0.04786511030906432,134.96492241835278,205.45113565148145,158.22537278528515,3359.4175646305084
7,9.251085678648072e-05,9.251085678648072e-05,0.05421988326322436,0.04184313570022432,123.26589729062661,115.09886453180391,120.57077648021493,0.04690339124735683,0.04690339124735683,131.6398891453576,192.8069281192683,151.82501200674812,3374.0327973365784
8,8.695044586103296e-05,8.695044586103296e-05,0.049035427236647604,0.0383165705644722,115.2393441758932,102.97438404211294,111.1919073317457,0.045055749719407505,0.045055749719407505,128.12468099651636,176.41755920727664,144.0613308060672,3346.17316532135
9,8.013173181896283e-05,8.013173181896283e-05,0.04511701309035442,0.035925930195462676,109.91304531423557,93.68879835238707,104.55904381682541,0.04317534681459028,0.04317534681459028,123.6397197065365,191.92728815895512,146.17461729583448,3345.9852805137634
10,7.228691778882693e-05,7.228691778882693e-05,0.04122014217989365,0.03334906398176562,103.89512845426515,84.06216332457954,97.35024996146898,0.0421052054098759,0.0421052054098759,121.02589424786723,173.4759051710619,138.33439785252142,3349.3177955150604
11,6.368314950360415e-05,6.368314950360415e-05,0.038023893240700046,0.031440868147986835,99.38533431929527,73.61461349496969,90.88099644726779,0.04171013472538859,0.04171013472538859,120.59234613618747,166.42860905195175,135.7183128983898,3350.1468250751495
12,5.4613417973165106e-05,5.4613417973165106e-05,0.03562149317832481,0.02979228962059448,95.50485161847145,68.5511385015931,86.61012628990149,0.04156612120153084,0.04156612120153084,120.23199075899021,172.26156654288886,137.4017507676769,3370.9277465343475
13,4.5386582026834906e-05,4.5386582026834906e-05,0.03356592619273767,0.02844362596947608,92.24118357507997,62.8169959855276,82.53120167052757,0.04005790696467022,0.04005790696467022,116.62709067037511,169.07375125056728,133.9344886618384,3392.83470082283
14,3.631685049639586e-05,3.631685049639586e-05,0.03180344174589497,0.027256992401377054,89.25547391904767,58.15776681809428,78.99323057573314,0.03968215806003035,0.03968215806003035,115.58475829838844,176.85120973943657,135.80268727393454,3389.536444425583
15,2.771308221117309e-05,2.771308221117309e-05,0.030423883356960835,0.026273829847140127,86.98953147293874,55.20209357736985,76.49967696740104,0.03866465521113558,0.03866465521113558,113.21402235226694,176.1660823085771,133.98820213784927,3400.810337305069
16,1.9868268181037185e-05,1.9868268181037185e-05,0.029031275267853738,0.025406491379427562,84.7545716960344,50.33963487237371,73.39764254422636,0.03885998342251371,0.03885998342251371,113.72762448594999,168.3995390927691,131.7693563062005,3394.4076023101807
17,1.3049554138967051e-05,1.3049554138967051e-05,0.02813186786332751,0.02486264373000624,83.414253012601,47.31253264779302,71.50068529221419,0.038507434249652236,0.038507434249652236,112.81181927210459,169.49449723247164,131.51710299902572,3403.4555633068085
18,7.489143213519301e-06,7.489143213519301e-06,0.027384144970067813,0.024399000772070363,82.25136430388844,44.77384865502906,69.88378413976483,0.03841320186430999,0.03841320186430999,112.59229162605018,168.14504631235747,130.9247006725317,3403.4659826755524
